accuracy,execution_time,memory_usage,precision,recall,f1_score,algorithm,dataset
0.9733333333333334,0.0064733028411865234,589447168,0.96875,0.9810126582278481,0.9748427672955976,knn,dataset_5_750_value.csv
0.9527777777777777,0.008772134780883789,577290240,0.912568306010929,0.9940476190476191,0.9515669515669516,knn,dataset_5_900_value.csv
0.9476190476190476,0.009954690933227539,570998784,0.9391304347826087,0.9642857142857143,0.9515418502202643,knn,dataset_5_1050_value.csv
0.9666666666666667,0.01396799087524414,570998784,0.959349593495935,0.9752066115702479,0.9672131147540983,knn,dataset_5_1200_value.csv
0.9722222222222222,0.013155698776245117,569671680,0.970954356846473,0.9669421487603306,0.9689440993788819,knn,dataset_5_1350_value.csv
0.9683333333333334,0.014543771743774414,589070336,0.9629629629629629,0.9727891156462585,0.9678510998307952,knn,dataset_5_1500_value.csv
0.9833333333333333,0.10030889511108398,609878016,0.9615384615384616,1.0,0.9803921568627451,rf,dataset_1_150_value.csv
0.9833333333333333,0.0984046459197998,580927488,1.0,0.96875,0.9841269841269841,rf,dataset_1_300_value.csv
0.9888888888888889,0.10808706283569336,587956224,0.9885057471264368,0.9885057471264368,0.9885057471264368,rf,dataset_1_450_value.csv
0.975,0.11872005462646484,545406976,1.0,0.952,0.9754098360655737,rf,dataset_1_600_value.csv
0.9833333333333333,0.1318371295928955,591839232,0.9811320754716981,0.9873417721518988,0.9842271293375394,rf,dataset_1_750_value.csv
0.975,0.14113116264343262,623132672,0.9937888198757764,0.9523809523809523,0.9726443768996961,rf,dataset_1_900_value.csv
0.969047619047619,0.1502971649169922,658391040,0.9773755656108597,0.9642857142857143,0.9707865168539326,rf,dataset_1_1050_value.csv
0.9895833333333334,0.1615767478942871,638861312,0.991701244813278,0.987603305785124,0.9896480331262941,rf,dataset_1_1200_value.csv
0.975925925925926,0.20698881149291992,455720960,0.9790794979079498,0.9669421487603306,0.972972972972973,rf,dataset_1_1350_value.csv
0.9866666666666667,0.1848132610321045,559546368,0.9831081081081081,0.9897959183673469,0.9864406779661017,rf,dataset_1_1500_value.csv
0.95,0.0888979434967041,583516160,0.9230769230769231,0.96,0.9411764705882353,rf,dataset_2_150_value.csv
0.9416666666666667,0.0986638069152832,604520448,0.9672131147540983,0.921875,0.944,rf,dataset_2_300_value.csv
0.9444444444444444,0.10943293571472168,595197952,0.9425287356321839,0.9425287356321839,0.9425287356321839,rf,dataset_2_450_value.csv
0.9458333333333333,0.12095808982849121,618250240,0.9745762711864406,0.92,0.9465020576131686,rf,dataset_2_600_value.csv
0.9433333333333334,0.13240504264831543,648331264,0.9607843137254902,0.930379746835443,0.9453376205787781,rf,dataset_2_750_value.csv
0.9666666666666667,0.14597392082214355,645087232,0.9642857142857143,0.9642857142857143,0.9642857142857143,rf,dataset_2_900_value.csv
0.9523809523809523,0.15668702125549316,638058496,0.9766355140186916,0.9330357142857143,0.9543378995433791,rf,dataset_2_1050_value.csv
0.9666666666666667,0.1669929027557373,617529344,0.9631147540983607,0.9710743801652892,0.9670781893004116,rf,dataset_2_1200_value.csv
0.9722222222222222,0.1838068962097168,610402304,0.9670781893004116,0.9710743801652892,0.9690721649484535,rf,dataset_2_1350_value.csv
0.9633333333333334,0.1970057487487793,651198464,0.9857142857142858,0.9387755102040817,0.9616724738675958,rf,dataset_2_1500_value.csv
0.9333333333333333,0.08812093734741211,646774784,1.0,0.84,0.9130434782608696,rf,dataset_3_150_value.csv
0.9583333333333334,0.09818696975708008,612810752,0.9836065573770492,0.9375,0.96,rf,dataset_3_300_value.csv
0.9777777777777777,0.11085391044616699,616906752,0.9882352941176471,0.9655172413793104,0.9767441860465116,rf,dataset_3_450_value.csv
0.9666666666666667,0.12049579620361328,626819072,0.9834710743801653,0.952,0.967479674796748,rf,dataset_3_600_value.csv
0.9833333333333333,0.13604211807250977,608370688,0.9935483870967742,0.9746835443037974,0.9840255591054313,rf,dataset_3_750_value.csv
0.9805555555555555,0.144744873046875,566935552,0.9707602339181286,0.9880952380952381,0.9793510324483775,rf,dataset_3_900_value.csv
0.9714285714285714,0.15310215950012207,558366720,0.9818181818181818,0.9642857142857143,0.972972972972973,rf,dataset_3_1050_value.csv
0.975,0.16382694244384766,572555264,0.9713114754098361,0.9793388429752066,0.9753086419753086,rf,dataset_3_1200_value.csv
0.9833333333333333,0.1802501678466797,579944448,0.9874476987447699,0.9752066115702479,0.9812889812889813,rf,dataset_3_1350_value.csv
0.9833333333333333,0.19103217124938965,578093056,0.9797297297297297,0.9863945578231292,0.983050847457627,rf,dataset_3_1500_value.csv
0.8666666666666667,0.08832979202270508,586416128,0.8148148148148148,0.88,0.8461538461538461,rf,dataset_4_150_value.csv
0.9833333333333333,0.09897613525390625,578682880,0.984375,0.984375,0.984375,rf,dataset_4_300_value.csv
0.9555555555555556,0.11046099662780762,564559872,0.9647058823529412,0.9425287356321839,0.9534883720930232,rf,dataset_4_450_value.csv
0.9583333333333334,0.12178921699523926,558448640,0.96,0.96,0.96,rf,dataset_4_600_value.csv
0.95,0.1339128017425537,556957696,0.9612903225806452,0.9430379746835443,0.952076677316294,rf,dataset_4_750_value.csv
0.9611111111111111,0.14875197410583496,606715904,0.9425287356321839,0.9761904761904762,0.95906432748538,rf,dataset_4_900_value.csv
0.9619047619047619,0.156447172164917,590118912,0.9727272727272728,0.9553571428571429,0.963963963963964,rf,dataset_4_1050_value.csv
0.94375,0.16465306282043457,578027520,0.9535864978902954,0.9338842975206612,0.9436325678496869,rf,dataset_4_1200_value.csv
0.9555555555555556,0.183074951171875,564936704,0.9541666666666667,0.9462809917355371,0.950207468879668,rf,dataset_4_1350_value.csv
0.9516666666666667,0.19213294982910156,580435968,0.9616724738675958,0.9387755102040817,0.9500860585197934,rf,dataset_4_1500_value.csv
0.9833333333333333,0.08749914169311523,561856512,0.9615384615384616,1.0,0.9803921568627451,rf,dataset_5_150_value.csv
0.9833333333333333,0.096038818359375,617758720,0.984375,0.984375,0.984375,rf,dataset_5_300_value.csv
0.9944444444444445,0.10632586479187012,615497728,0.9886363636363636,1.0,0.9942857142857142,rf,dataset_5_450_value.csv
0.9791666666666666,0.11610698699951172,624803840,0.9838709677419355,0.976,0.9799196787148594,rf,dataset_5_600_value.csv
0.9833333333333333,0.1250150203704834,629096448,0.9935483870967742,0.9746835443037974,0.9840255591054313,rf,dataset_5_750_value.csv
0.9805555555555555,0.13606977462768555,618102784,0.9707602339181286,0.9880952380952381,0.9793510324483775,rf,dataset_5_900_value.csv
0.9761904761904762,0.16193199157714844,608534528,0.9863636363636363,0.96875,0.9774774774774775,rf,dataset_5_1050_value.csv
0.9770833333333333,0.15416789054870605,605732864,0.9873417721518988,0.9669421487603306,0.977035490605428,rf,dataset_5_1200_value.csv
0.9851851851851852,0.1717689037322998,573947904,1.0,0.9669421487603306,0.9831932773109243,rf,dataset_5_1350_value.csv
0.9816666666666667,0.17945599555969238,554827776,0.9896193771626297,0.9727891156462585,0.981132075471698,rf,dataset_5_1500_value.csv
0.9833333333333333,0.005250215530395508,599441408,0.9615384615384616,1.0,0.9803921568627451,svm,dataset_1_150_value.csv
0.95,0.005331993103027344,646086656,0.967741935483871,0.9375,0.9523809523809523,svm,dataset_1_300_value.csv
0.9388888888888889,0.010431051254272461,675627008,0.9042553191489362,0.9770114942528736,0.9392265193370166,svm,dataset_1_450_value.csv
0.9333333333333333,0.01807689666748047,654278656,0.9504132231404959,0.92,0.934959349593496,svm,dataset_1_600_value.csv
0.96,0.025315046310424805,617873408,0.9620253164556962,0.9620253164556962,0.9620253164556962,svm,dataset_1_750_value.csv
0.9388888888888889,0.03391098976135254,654213120,0.9345238095238095,0.9345238095238095,0.9345238095238095,svm,dataset_1_900_value.csv
0.9214285714285714,0.0436558723449707,640778240,0.9282511210762332,0.9241071428571429,0.9261744966442952,svm,dataset_1_1050_value.csv
0.9375,0.05514407157897949,675840000,0.9529914529914529,0.9214876033057852,0.9369747899159664,svm,dataset_1_1200_value.csv
0.9351851851851852,0.06847691535949707,667926528,0.9090909090909091,0.9504132231404959,0.9292929292929293,svm,dataset_1_1350_value.csv
0.9583333333333334,0.08278393745422363,681000960,0.9381107491856677,0.9795918367346939,0.9584026622296173,svm,dataset_1_1500_value.csv
0.8666666666666667,0.0022668838500976562,692469760,0.8695652173913043,0.8,0.8333333333333333,svm,dataset_2_150_value.csv
0.9,0.005095958709716797,623525888,0.90625,0.90625,0.90625,svm,dataset_2_300_value.csv
0.9111111111111111,0.011661052703857422,621297664,0.9382716049382716,0.8735632183908046,0.9047619047619048,svm,dataset_2_450_value.csv
0.925,0.01961207389831543,620625920,0.9349593495934959,0.92,0.9274193548387097,svm,dataset_2_600_value.csv
0.9133333333333333,0.028651952743530273,619724800,0.9459459459459459,0.8860759493670886,0.9150326797385621,svm,dataset_2_750_value.csv
0.9222222222222223,0.06922268867492676,549076992,0.8932584269662921,0.9464285714285714,0.9190751445086704,svm,dataset_2_900_value.csv
0.9333333333333333,0.054589033126831055,675872768,0.9495412844036697,0.9241071428571429,0.9366515837104072,svm,dataset_2_1050_value.csv
0.9354166666666667,0.06715893745422363,644694016,0.9271255060728745,0.9462809917355371,0.9366053169734152,svm,dataset_2_1200_value.csv
0.9222222222222223,0.1566319465637207,618823680,0.8937007874015748,0.9380165289256198,0.9153225806451614,svm,dataset_2_1350_value.csv
